District,Crop,Crop_Group,Production_MT,Rainfall_2020_mm,Rainfall_2021_mm,Avg_Rainfall_mm,Rabi_Rainfall,Kharif_Rainfall,Season,Water_Min,Water_Max,Temp_Min,Temp_Max,Soil_Type,District_Soil,District_Temp_Min,District_Temp_Max,Water_Score,Temp_Score,Soil_Score,Suitability_Score,Production_Log,Productivity_Score,ML_Prediction,Final_Score,Productivity_Class
Ramanathapuram,cotton,Commercial,4247,860.2,239.8,550.0,385.0,165.0,Kharif,700,1300,20,30,black,loam,20.0,35.0,0.7857142857142857,1.0,0.6,0.8021428571428572,8.354203562921775,0.6202832830117525,0.165,0.5472857142857143,1
Ramanathapuram,sugarcane,Commercial,8974,860.2,239.8,550.0,385.0,165.0,Annual,1500,2000,20,35,loam,loam,20.0,35.0,0.36666666666666664,1.0,1.0,0.6516666666666666,9.10219821335648,0.4586780447673473,0.25,0.491,1
Ramanathapuram,coconut,Commercial,148,860.2,239.8,550.0,385.0,165.0,Annual,1500,2000,25,35,loam,loam,20.0,35.0,0.36666666666666664,1.0,1.0,0.6516666666666666,5.003946305945459,0.4246127174819951,0.03,0.40299999999999997,1
Virudhunagar,cotton,Commercial,35777,855.0,120.5,487.75,341.42499999999995,146.325,Kharif,700,1300,20,30,black,loam,20.0,35.0,0.6967857142857142,1.0,0.6,0.7532321428571428,10.48508845835116,0.95,0.995,0.8499392857142857,2
Virudhunagar,sugarcane,Commercial,134110,855.0,120.5,487.75,341.42499999999995,146.325,Annual,1500,2000,20,35,loam,loam,20.0,35.0,0.32516666666666666,1.0,1.0,0.6288416666666667,11.806423094242692,0.7262127666333339,0.865,0.7233050000000001,2
Virudhunagar,coconut,Commercial,591,855.0,120.5,487.75,341.42499999999995,146.325,Annual,1500,2000,25,35,loam,loam,20.0,35.0,0.32516666666666666,1.0,1.0,0.6288416666666667,6.3835066348840055,0.5971793434242595,0.005,0.37930500000000006,1
Sivagangai,cotton,Commercial,2433,1112.0,181.1,646.55,452.5849999999999,193.965,Kharif,700,1300,20,30,black,loam,20.0,35.0,0.9236428571428571,1.0,0.6,0.8780035714285714,7.797291273547472,0.5335920506492897,0.06,0.5508021428571429,1
Sivagangai,sugarcane,Commercial,129239,1112.0,181.1,646.55,452.5849999999999,193.965,Annual,1500,2000,20,35,loam,loam,20.0,35.0,0.4310333333333333,1.0,1.0,0.6870683333333334,11.769426419938435,0.722552606918099,0.945,0.790241,2
Sivagangai,coconut,Commercial,327,1112.0,181.1,646.55,452.5849999999999,193.965,Annual,1500,2000,25,35,loam,loam,20.0,35.0,0.4310333333333333,1.0,1.0,0.6870683333333334,5.793013608384144,0.5233156731751156,0.03,0.42424100000000003,1
Tirunelveli,cotton,Commercial,2105,972.372277227723,419.8,696.0861386138615,487.2602970297031,208.82584158415844,Kharif,700,1300,20,30,black,loam,20.0,35.0,0.9944087694483736,1.0,0.6,0.9169248231966055,7.652545692693921,0.5110603647399827,0.085,0.5841548939179633,1
Tirunelveli,sugarcane,Commercial,3747,972.372277227723,419.8,696.0861386138615,487.2602970297031,208.82584158415844,Annual,1500,2000,20,35,loam,loam,20.0,35.0,0.46405742574257436,1.0,1.0,0.7052315841584158,8.228977643358313,0.3722884756256129,0.155,0.48513895049504946,0
Tirunelveli,coconut,Commercial,276,972.372277227723,419.8,696.0861386138615,487.2602970297031,208.82584158415844,Annual,1500,2000,25,35,loam,loam,20.0,35.0,0.46405742574257436,1.0,1.0,0.7052315841584158,5.6240175061873385,0.5021762662628168,0.005,0.42513895049504946,1
Tenkasi,cotton,Commercial,5098,790.2,148.1,469.15,328.40500000000003,140.745,Kharif,700,1300,20,30,black,loam,20.0,35.0,0.6702142857142857,1.0,0.6,0.7386178571428571,8.536799721055155,0.6487069437483803,0.205,0.5251707142857143,1
Tenkasi,sugarcane,Commercial,188349,790.2,148.1,469.15,328.40500000000003,140.745,Annual,1500,2000,20,35,loam,loam,20.0,35.0,0.31276666666666664,1.0,1.0,0.6220216666666667,12.146057213120187,0.7598134927313471,0.975,0.763213,2
Tenkasi,coconut,Commercial,886,790.2,148.1,469.15,328.40500000000003,140.745,Annual,1500,2000,25,35,loam,loam,20.0,35.0,0.31276666666666664,1.0,1.0,0.6220216666666667,6.787844982309579,0.6477572724141344,0.035,0.38721300000000003,1
Thoothukudi,cotton,Commercial,15052,568.1,162.2,365.15,255.605,109.545,Kharif,700,1300,20,30,black,loam,20.0,35.0,0.5216428571428571,1.0,0.6,0.6569035714285715,9.619332585860503,0.8172184129929899,0.93,0.7661421428571429,2
Thoothukudi,sugarcane,Commercial,2811,568.1,162.2,365.15,255.605,109.545,Annual,1500,2000,20,35,loam,loam,20.0,35.0,0.2434333333333333,1.0,1.0,0.5838883333333333,7.941651252930556,0.343862664410291,0.275,0.460333,0
Thoothukudi,coconut,Commercial,264,568.1,162.2,365.15,255.605,109.545,Annual,1500,2000,25,35,loam,loam,20.0,35.0,0.2434333333333333,1.0,1.0,0.5838883333333333,5.579729825986222,0.4966364030304512,0.15,0.410333,1
The Nilgiris,sugarcane,Commercial,86,1885.2,163.9,1024.55,717.185,307.36499999999995,Annual,1500,2000,20,35,loam,loam,18.5,33.0,0.6830333333333333,0.8666666666666667,1.0,0.792335,4.465908118654584,0.05,0.0,0.47540099999999996,0
The Nilgiris,coconut,Commercial,4,1885.2,163.9,1024.55,717.185,307.36499999999995,Annual,1500,2000,25,35,loam,loam,18.5,33.0,0.6830333333333333,0.8,1.0,0.7756683333333334,1.6094379124341005,0.05,0.005,0.467401,0
Kanyakumari,coconut,Commercial,1141,1099.5,99.1,599.3,419.50999999999993,179.79,Annual,1500,2000,25,35,loam,loam,19.75,33.0,0.3995333333333333,0.8,1.0,0.6197433333333333,7.040536390215956,0.6793659688605993,0.055,0.393846,1
